Column|Format|QuestionText|dtcode|answer_Label|answer_label_condensed|qn_breakdown_label|section|Topic|sub_topic|Question|comment|column_order
q15ROW2_Total_southamerica|CURRENCY|SA: TOTAL Value added / Junior and other subordinated debt|38_14|SA_NonListedVehicles_ValueAdded/JuniorAndSubordinatedDebt_Total|SA_NLV_ValAdd_Total|Non-listed vehicles total - Value added/ junior and subordinated debt ||SA Capital raised|Investor Type and Vehicle Type|q38||1492
q153_1_southamerica|CURRENCY|SA: Opportunistic / Mezzanine debt - Non-listed/ commingled real estate funds/private REITs|38_15|SA_NonListedFunds_Opportunistic/MezzanineDebt|SA_NLF_Opp|Non-listed funds - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1493
q153_2_southamerica|CURRENCY|SA: Opportunistic / Mezzanine debt - Separate accounts investing directly into real estate|38_16|SA_SeparateAccountsDirect_Opportunistic/MezzanineDebt|SA_SepAccDirect_Opp|Separate accounts investing directly - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1494
q153_3_southamerica|CURRENCY|SA: Opportunistic / Mezzanine debt - Separate accounts investing into indirect vehicles|38_17|SA_SeparateAccountsIndirect_Opportunistic/MezzanineDebt|SA_SepAccIndirect_Opp|Separate accounts investing indirectly - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1495
q153_4_southamerica|CURRENCY|SA: Opportunistic / Mezzanine debt - Joint ventures and club deals|38_18|SA_JVs_Opportunistic/MezzanineDebt|SA_JVs_Opp|Joint ventures and club deals - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1496
q153_5_southamerica|CURRENCY|SA: Opportunistic / Mezzanine debt - Funds of funds|38_19|SA_FundsOfFunds_Opportunistic/MezzanineDebt|SA_FOF_Opp|Funds of funds - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1497
q153_6_southamerica|CURRENCY|SA: Opportunistic / Mezzanine debt - Non-listed debt products|38_20|SA_Debt_Opportunistic/MezzanineDebt|SA_Debt_Opp|Non-listed debt products - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1498
q15ROW3_Total_southamerica|CURRENCY|SA: TOTAL Opportunistic / Mezzanine debt|38_21|SA_NonListedVehicles_Opportunistic/MezzanineDebt_Total|SA_NLV_Opp_Total|Non-listed vehicles total - Opportunistic/ mezzanine debt||SA Capital raised|Investor Type and Vehicle Type|q38||1499
q154_1_southamerica|CURRENCY|SA: Mixed strategies - Non-listed/ commingled real estate funds/private REITs|38_22|SA_NonListedFunds_MixedStrategies|SA_NLF_Mixed|Non-listed funds - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1500
q154_2_southamerica|CURRENCY|SA: Mixed strategies - Separate accounts investing directly into real estate|38_23|SA_SeparateAccountsDirect_MixedStrategies|SA_SepAccDirect_Mixed|Separate accounts investing directly - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1501
q154_3_southamerica|CURRENCY|SA: Mixed strategies - Separate accounts investing into indirect vehicles|38_24|SA_SeparateAccountsIndirect_MixedStrategies|SA_SepAccIndirect_Mixed|Separate accounts investing indirectly - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1502
q154_4_southamerica|CURRENCY|SA: Mixed strategies - Joint ventures and club deals|38_25|SA_JVs_MixedStrategies|SA_JVs_Mixed|Joint ventures and club deals - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1503
q154_5_southamerica|CURRENCY|SA: Mixed strategies - Funds of funds|38_26|SA_FundsOfFunds_MixedStrategies|SA_FOF_Mixed|Funds of funds - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1504
q154_6_southamerica|CURRENCY|SA: Mixed strategies - Non-listed debt products|38_27|SA_Debt_MixedStrategies|SA_Debt_Mixed|Non-listed debt products - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1505
q15ROW4_Total_southamerica|CURRENCY|SA: TOTAL Mixed strategies|38_28|SA_NonListedVehicles_MixedStrategies_Total|SA_NLV_Mixed_Total|Non-listed vehicles total - Mixed strategies||SA Capital raised|Investor Type and Vehicle Type|q38||1506
q15COL1_Total_southamerica|CURRENCY|SA: TOTAL Non-listed/ commingled real estate funds/private REITs|38_29|SA_NonListedFunds_InvestmentStyle_Total|SA_NLF_IS_Total|Non-listed funds - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1507
q15COL2_Total_southamerica|CURRENCY|SA: TOTAL Separate accounts investing directly into real estate|38_30|SA_SeparateAccountsDirect_InvestmentStyle_Total|SA_SepAccDirect_IS_Total|Separate accounts investing directly - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1508
q15COL3_Total_southamerica|CURRENCY|SA: TOTAL Separate accounts investing into indirect vehicles|38_31|SA_SeparateAccountsIndirect_InvestmentStyle_Total|SA_SepAccIndirect_IS_Total|Separate accounts investing indirectly - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1509
q15COL4_Total_southamerica|CURRENCY|SA: TOTAL Joint ventures and club deals|38_32|SA_JVs_InvestmentStyle_Total|SA_JVs_IS_Total|Joint ventures and club deals - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1510
q15COL5_Total_southamerica|CURRENCY|SA: TOTAL Funds of funds|38_33|SA_FundsOfFunds_InvestmentStyle_Total|SA_FOF_IS_Total|Funds of funds - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1511
q15COL6_Total_southamerica|CURRENCY|SA: TOTAL Non-listed debt products|38_34|SA_Debt_InvestmentStyle_Total|SA_Debt_IS_Total|Non-listed debt products - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1512
q15GRANDTotal_southamerica|CURRENCY|SA: Total Capital Raised for your South American strategy in 2021 by investment style|38_35|SA_NonListedVehicles_InvestmentStyle_Total|SA_NLV_IS_Total|Non-listed vehicles total - Investment style total||SA Capital raised|Investor Type and Vehicle Type|q38||1513
_africa||For your African strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by investor type (million)?|39|||||||q39||1514
q101_1_africa|CURRENCY|AFRICA: Pension funds - Non-listed/ commingled real estate funds/private REITs|39_1|AFRICA_PensionFunds_NonListedFunds|AFR_PF_NLF|Pension funds - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1515
q101_2_africa|CURRENCY|AFRICA: Pension funds - Separate accounts investing directly into real estate|39_2|AFRICA_PensionFunds_SeparateAccountsDirect|AFR_PF_SepAccDirect|Pension funds - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1516
q101_3_africa|CURRENCY|AFRICA: Pension funds - Separate accounts investing into indirect vehicles|39_3|AFRICA_PensionFunds_SeparateAccountsIndirect|AFR_PF_SepAccIndirect|Pension funds - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1517
q101_4_africa|CURRENCY|AFRICA: Pension funds - Joint ventures and club deals|39_4|AFRICA_PensionFunds_JVs|AFR_PF_JVs|Pension funds - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1518
q101_5_africa|CURRENCY|AFRICA: Pension funds - Funds of funds|39_5|AFRICA_PensionFunds_FundsOfFunds|AFR_PF_FOF|Pension funds - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1519
q101_6_africa|CURRENCY|AFRICA: Pension funds - Non-listed debt products|39_6|AFRICA_PensionFunds_Debt|AFR_PF_Debt|Pension funds - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1520
q10ROW1_Total_africa|CURRENCY|AFRICA: Pension funds - TOTAL|39_7|AFRICA_PensionFunds_VehicleType_Total|AFR_PF_VT_Total|Pension funds - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1521
q102_1_africa|CURRENCY|AFRICA: Insurance companies - Non-listed/ commingled real estate funds/private REITs|39_8|AFRICA_InsuranceCompanies_NonListedFunds|AFR_IC_NLF|Insurance companies - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1522
q102_2_africa|CURRENCY|AFRICA: Insurance companies - Separate accounts investing directly into real estate|39_9|AFRICA_InsuranceCompanies_SeparateAccountsDirect|AFR_IC_SepAccDirect|Insurance companies - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1523
q102_3_africa|CURRENCY|AFRICA: Insurance companies - Separate accounts investing into indirect vehicles|39_10|AFRICA_InsuranceCompanies_SeparateAccountsIndirect|AFR_IC_SepAccIndirect|Insurance companies - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1524
q102_4_africa|CURRENCY|AFRICA: Insurance companies - Joint ventures and club deals|39_11|AFRICA_InsuranceCompanies_JVs|AFR_IC_JVs|Insurance companies - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1525
q102_5_africa|CURRENCY|AFRICA: Insurance companies - Funds of funds|39_12|AFRICA_InsuranceCompanies_FundsOfFunds|AFR_IC_FOF|Insurance companies - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1526
q102_6_africa|CURRENCY|AFRICA: Insurance companies - Non-listed debt products|39_13|AFRICA_InsuranceCompanies_Debt|AFR_IC_Debt|Insurance companies - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1527
q10ROW2_Total_africa|CURRENCY|AFRICA: Insurance companies - TOTAL|39_14|AFRICA_InsuranceCompanies_VehicleType_Total|AFR_IC_VT_Total|Insurance companies - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1528
q103_1_africa|CURRENCY|AFRICA: Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|39_15|AFRICA_SovereignWealthFunds_NonListedFunds|AFR_SWF_NLF|Sovereign wealth funds - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1529
q103_2_africa|CURRENCY|AFRICA: Sovereign wealth funds - Separate accounts investing directly into real estate|39_16|AFRICA_SovereignWealthFunds_SeparateAccountsDirect|AFR_SWF_SepAccDirect|Sovereign wealth funds - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1530
q103_3_africa|CURRENCY|AFRICA: Sovereign wealth funds - Separate accounts investing into indirect vehicles|39_17|AFRICA_SovereignWealthFunds_SeparateAccountsIndirect|AFR_SWF_SepAccIndirect|Sovereign wealth funds - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1531
q103_4_africa|CURRENCY|AFRICA: Sovereign wealth funds - Joint ventures and club deals|39_18|AFRICA_SovereignWealthFunds_JVs|AFR_SWF_JVs|Sovereign wealth funds - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1532
q103_5_africa|CURRENCY|AFRICA: Sovereign wealth funds - Funds of funds|39_19|AFRICA_SovereignWealthFunds_FundsOfFunds|AFR_SWF_FOF|Sovereign wealth funds - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1533
q103_6_africa|CURRENCY|AFRICA: Sovereign wealth funds - Non-listed debt products|39_20|AFRICA_SovereignWealthFunds_Debt|AFR_SWF_Debt|Sovereign wealth funds - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1534
q10ROW3_Total_africa|CURRENCY|AFRICA: Sovereign wealth funds - TOTAL|39_21|AFRICA_SovereignWealthFunds_VehicleType_Total|AFR_SWF_VT_Total|Sovereign wealth funds - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1535
q104_1_africa|CURRENCY|AFRICA: Government institutions - Non-listed/ commingled real estate funds/private REITs|39_22|AFRICA_GovernmentInstitutions_NonListedFunds|AFR_GI_NLF|Government institutions - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1536
q104_2_africa|CURRENCY|AFRICA: Government institutions - Separate accounts investing directly into real estate|39_23|AFRICA_GovernmentInstitutions_SeparateAccountsDirect|AFR_GI_SepAccDirect|Government institutions - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1537
q104_3_africa|CURRENCY|AFRICA: Government institutions - Separate accounts investing into indirect vehicles|39_24|AFRICA_GovernmentInstitutions_SeparateAccountsIndirect|AFR_GI_SepAccIndirect|Government institutions - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1538
q104_4_africa|CURRENCY|AFRICA: Government institutions - Joint ventures and club deals|39_25|AFRICA_GovernmentInstitutions_JVs|AFR_GI_JVs|Government institutions - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1539
q104_5_africa|CURRENCY|AFRICA: Government institutions - Funds of funds|39_26|AFRICA_GovernmentInstitutions_FundsOfFunds|AFR_GI_FOF|Government institutions - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1540
q104_6_africa|CURRENCY|AFRICA: Government institutions - Non-listed debt products|39_27|AFRICA_GovernmentInstitutions_Debt|AFR_GI_Debt|Government institutions - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1541
q10ROW4_Total_africa|CURRENCY|AFRICA: Government institutions - TOTAL|39_28|AFRICA_GovernmentInstitutions_VehicleType_Total|AFR_GI_VT_Total|Government institutions - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1542
q105_1_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|39_29|AFRICA_CharitiesFoundationsNonProfitOrganizations_NonListedFunds|AFR_CF&NPO_NLF|Charities, foundations & non-profit organisations - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1543
q105_2_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|39_30|AFRICA_CharitiesFoundationsNonProfitOrganizations_SeparateAccountsDirect|AFR_CF&NPO_SepAccDirect|Charities, foundations & non-profit organisations - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1544
q105_3_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|39_31|AFRICA_CharitiesFoundationsNonProfitOrganizations_SeparateAccountsIndirect|AFR_CF&NPO_SepAccIndirect|Charities, foundations & non-profit organisations - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1545
q105_4_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - Joint ventures and club deals|39_32|AFRICA_CharitiesFoundationsNonProfitOrganizations_JVs|AFR_CF&NPO_JVs|Charities, foundations & non-profit organisations - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1546
q105_5_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - Funds of funds|39_33|AFRICA_CharitiesFoundationsNonProfitOrganizations_FundsOfFunds|AFR_CF&NPO_FOF|Charities, foundations & non-profit organisations - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1547
q105_6_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - Non-listed debt products|39_34|AFRICA_CharitiesFoundationsNonProfitOrganizations_Debt|AFR_CF&NPO_Debt|Charities, foundations & non-profit organisations - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1548
q10ROW5_Total_africa|CURRENCY|AFRICA: Charities, foundations, non-profit organisations - TOTAL|39_35|AFRICA_CharitiesFoundationsNonProfitOrganizations_VehicleType_Total|AFR_CF&NPO_VT_Total|Charities, foundations & non-profit organisations - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1549
q106_1_africa|CURRENCY|AFRICA: Funds of funds - Non-listed/ commingled real estate funds/private REITs|39_36|AFRICA_FundsOfFunds_NonListedFunds|AFR_FOF_NLF|Funds of funds - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1550
q106_2_africa|CURRENCY|AFRICA: Funds of funds - Separate accounts investing directly into real estate|39_37|AFRICA_FundsOfFunds_SeparateAccountsDirect|AFR_FOF_SepAccDirect|Funds of funds - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1551
q106_3_africa|CURRENCY|AFRICA: Funds of funds - Separate accounts investing into indirect vehicles|39_38|AFRICA_FundsOfFunds_SeparateAccountsIndirect|AFR_FOF_SepAccIndirect|Funds of funds - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1552
q106_4_africa|CURRENCY|AFRICA: Funds of funds - Joint ventures and club deals|39_39|AFRICA_FundsOfFunds_JVs|AFR_FOF_JVs|Funds of funds - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1553
q106_5_africa|CURRENCY|AFRICA: Funds of funds - Funds of funds|39_40|AFRICA_FundsOfFunds_FundsOfFunds|AFR_FOF_FOF|Funds of funds - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1554
q106_6_africa|CURRENCY|AFRICA: Funds of funds - Non-listed debt products|39_41|AFRICA_FundsOfFunds_Debt|AFR_FOF_Debt|Funds of funds - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1555
q10ROW6_Total_africa|CURRENCY|AFRICA: Funds of funds - TOTAL|39_42|AFRICA_FundsOfFunds_VehicleType_Total|AFR_FOF_VT_Total|Funds of funds - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1556
q107_1_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|39_43|AFRICA_HighnetWorthIndividualsFamilyOffices_NonListedFunds|AFR_HNWI/FO_NLF|Hign net worth individuals/Family offices - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1557
q107_2_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - Separate accounts investing directly into real estate|39_44|AFRICA_HighnetWorthIndividualsFamilyOffices_SeparateAccountsDirect|AFR_HNWI/FO_SepAccDirect|Hign net worth individuals/Family offices - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1558
q107_3_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|39_45|AFRICA_HighnetWorthIndividualsFamilyOffices_SeparateAccountsIndirect|AFR_HNWI/FO_SepAccIndirect|Hign net worth individuals/Family offices - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1559
q107_4_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - Joint ventures and club deals|39_46|AFRICA_HighnetWorthIndividualsFamilyOffices_JVs|AFR_HNWI/FO_JVs|Hign net worth individuals/Family offices - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1560
q107_5_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - Funds of funds|39_47|AFRICA_HighnetWorthIndividualsFamilyOffices_FundsOfFunds|AFR_HNWI/FO_FOF|Hign net worth individuals/Family offices - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1561
q107_6_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - Non-listed debt products|39_48|AFRICA_HighnetWorthIndividualsFamilyOffices_Debt|AFR_HNWI/FO_Debt|Hign net worth individuals/Family offices - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1562
q10ROW7_Total_africa|CURRENCY|AFRICA: High net worth individuals /Family offices - TOTAL|39_49|AFRICA_HighnetWorthIndividualsFamilyOffices_VehicleType_Total|AFR_HNWI/FO_VT_Total|Hign net worth individuals/Family offices - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1563
q10other_africa|CURRENCY|AFRICA: Other investor type (Other)|39_50|AFRICA_OtherInvestorTypetext|AFR_OtherITText|Other investor type||Africa Capital raised|Investor Type and Vehicle Type|q39||1564
q108_1_africa|CURRENCY|AFRICA: Other - Non-listed/ commingled real estate funds/private REITs|39_51|AFRICA_OtherInvestorType_NonListedFunds|AFR_OtherIT_NLF|Other investor type - Non-listed fund||Africa Capital raised|Investor Type and Vehicle Type|q39||1565
q108_2_africa|CURRENCY|AFRICA: Other - Separate accounts investing directly into real estate|39_52|AFRICA_OtherInvestorType_SeparateAccountsDirect|AFR_OtherIT_SepAccDirect|Other investor type - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q39||1566
q108_3_africa|CURRENCY|AFRICA: Other - Separate accounts investing into indirect vehicles|39_53|AFRICA_OtherInvestorType_SeparateAccountsIndirect|AFR_OtherIT_SepAccIndirect|Other investor type - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q39||1567
q108_4_africa|CURRENCY|AFRICA: Other - Joint ventures and club deals|39_54|AFRICA_OtherInvestorType_JVs|AFR_OtherIT_JVs|Other investor type - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q39||1568
q108_5_africa|CURRENCY|AFRICA: Other - Funds of funds|39_55|AFRICA_OtherInvestorType_FundsOfFunds|AFR_OtherIT_FOF|Other investor type - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q39||1569
q108_6_africa|CURRENCY|AFRICA: Other - Non-listed debt products|39_56|AFRICA_OtherInvestorType_Debt|AFR_OtherIT_Debt|Other investor type - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q39||1570
q10ROW8_Total_africa|CURRENCY|AFRICA: Other - TOTAL|39_57|AFRICA_OtherInvestorType_VehicleType_Total|AFR_OtherIT_VT_Total|Other investor type - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1571
q10COL1_Total_africa|CURRENCY|AFRICA TOTAL - Non-listed/ commingled real estate funds/private REITs|39_58|AFRICA_InvestorType_NonListedFunds_Total|AFR_IT_NLF_Total|Investor type - Non-listed fund total||Africa Capital raised|Investor Type and Vehicle Type|q39||1572
q10COL2_Total_africa|CURRENCY|AFRICA TOTAL - Separate accounts investing directly into real estate|39_59|AFRICA_InvestorType_SeparateAccountsDirect_Total|AFR_IT_SepAccDirect_Total|Investor type - Separate accounts investing directly total||Africa Capital raised|Investor Type and Vehicle Type|q39||1573
q10COL3_Total_africa|CURRENCY|AFRICA TOTAL - Separate accounts investing into indirect vehicles|39_60|AFRICA_InvestorType_SeparateAccountsIndirect_Total|AFR_IT_SepAccIndirect_Total|Investor type - Separate accounts investing indirectly total||Africa Capital raised|Investor Type and Vehicle Type|q39||1574
q10COL4_Total_africa|CURRENCY|AFRICA TOTAL - Joint ventures and club deals|39_61|AFRICA_InvestorType_JVs_Total|AFR_IT_JVs_Total|Investor type - Joint ventures and club deals total||Africa Capital raised|Investor Type and Vehicle Type|q39||1575
q10COL5_Total_africa|CURRENCY|AFRICA TOTAL - Funds of funds|39_62|AFRICA_InvestorType_FundsOfFunds_Total|AFR_IT_FOF_Total|Investor type - Funds of funds total||Africa Capital raised|Investor Type and Vehicle Type|q39||1576
q10COL6_Total_africa|CURRENCY|AFRICA TOTAL - Non-listed debt products|39_63|AFRICA_InvestorType_Debt_Total|AFR_IT_Debt_Total|Investor type - Non-listed debt products total||Africa Capital raised|Investor Type and Vehicle Type|q39||1577
q10GRANDTotal_africa|CURRENCY|AFRICA TOTAL Capital Raised in 2021 for your African strategy by investor type|39_64|AFRICA_InvestorType_VehicleType_Total|AFR_IT_VT_Total|Investor type - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q39||1578
_africa||For your African strategy*, how much institutional capital did your company raise for non-listed vehicles in 2021 by investor domicile (million)?|40|||||||q40||1579
q111_1_africa|CURRENCY|AFRICA: Asia Pacific - Non-listed/ commingled real estate funds/private REITs|40_1|AFRICA_InvestorDomicileAsiaPacific_NonListedFunds|AFR_IDAPAC_NLF|Asia Pacific - Non-listed funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1580
q111_2_africa|CURRENCY|AFRICA: Asia Pacific - Separate accounts investing directly into real estate|40_2|AFRICA_InvestorDomicileAsiaPacific_SeparateAccountsDirect|AFR_IDAPAC_SepAccDirect|Asia Pacific - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q40||1581
q111_3_africa|CURRENCY|AFRICA: Asia Pacific - Separate accounts investing into indirect vehicles|40_3|AFRICA_InvestorDomicileAsiaPacific_SeparateAccountsIndirect|AFR_IDAPAC_SepAccIndirect|Asia Pacific - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q40||1582
q111_4_africa|CURRENCY|AFRICA: Asia Pacific - Joint ventures and club deals|40_4|AFRICA_InvestorDomicileAsiaPacific_JVs|AFR_IDAPAC_JVs|Asia Pacific - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q40||1583
q111_5_africa|CURRENCY|AFRICA: Asia Pacific - Funds of funds|40_5|AFRICA_InvestorDomicileAsiaPacific_FundsOfFunds|AFR_IDAPAC_FOF|Asia Pacific - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1584
q111_6_africa|CURRENCY|AFRICA: Asia Pacific - Non-listed debt products|40_6|AFRICA_InvestorDomicileAsiaPacific_Debt|AFR_IDAPAC_Debt|Asia Pacific - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q40||1585
q11ROW1_Total_africa|CURRENCY|AFRICA: Asia Pacific - TOTAL|40_7|AFRICA_InvestorDomicileAsiaPacific_VehicleType_Total|AFR_IDAPAC_VT_Total|Asia Pacific - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q40||1586
q112_1_africa|CURRENCY|AFRICA: Europe - Non-listed/ commingled real estate funds/private REITs|40_8|AFRICA_InvestorDomicileEurope_NonListedFunds|AFR_IDEUR_NLF|Europe - Non-listed funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1587
q112_2_africa|CURRENCY|AFRICA: Europe - Separate accounts investing directly into real estate|40_9|AFRICA_InvestorDomicileEurope_SeparateAccountsDirect|AFR_IDEUR_SepAccDirect|Europe - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q40||1588
q112_3_africa|CURRENCY|AFRICA: Europe - Separate accounts investing into indirect vehicles|40_10|AFRICA_InvestorDomicileEurope_SeparateAccountsIndirect|AFR_IDEUR_SepAccIndirect|Europe - Separate accounts investing indirectly||Africa Capital raised|Investor Type and Vehicle Type|q40||1589
q112_4_africa|CURRENCY|AFRICA: Europe - Joint ventures and club deals|40_11|AFRICA_InvestorDomicileEurope_JVs|AFR_IDEUR_JVs|Europe - Joint ventures and club deals||Africa Capital raised|Investor Type and Vehicle Type|q40||1590
q112_5_africa|CURRENCY|AFRICA: Europe - Funds of funds|40_12|AFRICA_InvestorDomicileEurope_FundsOfFunds|AFR_IDEUR_FOF|Europe - Funds of funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1591
q112_6_africa|CURRENCY|AFRICA: Europe - Non-listed debt products|40_13|AFRICA_InvestorDomicileEurope_Debt|AFR_IDEUR_Debt|Europe - Non-listed debt products||Africa Capital raised|Investor Type and Vehicle Type|q40||1592
q11ROW2_Total_africa|CURRENCY|AFRICA: Europe - TOTAL|40_14|AFRICA_InvestorDomicileEurope_VehicleType_Total|AFR_IDEUR_VT_Total|Europe - Vehicle type total||Africa Capital raised|Investor Type and Vehicle Type|q40||1593
q113_1_africa|CURRENCY|AFRICA: North America - Non-listed/ commingled real estate funds/private REITs|40_15|AFRICA_InvestorDomicileNorthAmerica_NonListedFunds|AFR_IDNA_NLF|North America - Non-listed funds||Africa Capital raised|Investor Type and Vehicle Type|q40||1594
q113_2_africa|CURRENCY|AFRICA: North America - Separate accounts investing directly into real estate|40_16|AFRICA_InvestorDomicileNorthAmerica_SeparateAccountsDirect|AFR_IDNA_SepAccDirect|North America - Separate accounts investing directly||Africa Capital raised|Investor Type and Vehicle Type|q40||1595
